token_id,value_type,numeric_value,text_value,unit,display_format,status
CP01_DIAG__RESAMPLING__LOPPO__REDUCED_MINUS_FULL__MSE,float64,12.34506285,,MPa2,fixed_8,VERIFIED_REPLAY
CP01_DIAG__RESAMPLING__LOPPO__REDUCED_MINUS_FULL__RMSE_MPA,float64,0.57312499,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__RESAMPLING__LOPPO__REDUCED_MINUS_FULL__MAE_MPA,float64,0.45955521,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__RESAMPLING__FULL__LOPPO_MINUS_LOOCV__MSE,float64,0.29080157,,MPa2,fixed_8,VERIFIED_REPLAY
CP01_DIAG__RESAMPLING__FULL__LOPPO_MINUS_LOOCV__RMSE_MPA,float64,0.01387882,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__RESAMPLING__FULL__LOPPO_MINUS_LOOCV__MAE_MPA,float64,0.00791253,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__PROFILE__UNIQUE_COUNT,integer,992,,profiles,integer,VERIFIED_REPLAY
CP01_DIAG__PROFILE__SINGLETON_COUNT,integer,973,,profiles,integer,VERIFIED_REPLAY
CP01_DIAG__PROFILE__REPEATED_COUNT,integer,19,,profiles,integer,VERIFIED_REPLAY
CP01_DIAG__PROFILE__REPEATED_ROW_COUNT,integer,57,,rows,integer,VERIFIED_REPLAY
CP01_DIAG__PROFILE__EXTRA_ROW_COUNT,integer,38,,rows,integer,VERIFIED_REPLAY
CP01_DIAG__PROFILE__SIZE_2_COUNT,integer,5,,profiles,integer,VERIFIED_REPLAY
CP01_DIAG__PROFILE__SIZE_3_COUNT,integer,9,,profiles,integer,VERIFIED_REPLAY
CP01_DIAG__PROFILE__SIZE_4_COUNT,integer,5,,profiles,integer,VERIFIED_REPLAY
CP01_DIAG__PROFILE__FULL__MAX_ABS_PREDICTION_DIFFERENCE_FROM_LOOCV_MPA,float64,0.40036479,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__PROFILE__FULL__MEAN_ABS_PREDICTION_DIFFERENCE_FROM_LOOCV_MPA,float64,0.16641849,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__LABEL__RESIDUAL_PATTERN,text,,CURVATURE_AND_INCREASING_SCALE,label,text,VERIFIED_REPLAY
CP01_DIAG__LABEL__HETERO_SUMMARY,text,,KOENKER_STRONG_FLAG__HC3_ALL_SE_LARGER__MEAN_MISSPECIFICATION_REMAINS,label,text,VERIFIED_REPLAY
CP01_DIAG__LABEL__HC3_BLOCK,text,,BLOCK_REMAINS_NONZERO_UNDER_HC3_ASYMPTOTIC_WALD,label,text,VERIFIED_REPLAY
CP01_DIAG__LABEL__SCREEN_SENSITIVITY,text,,MATERIAL_TARGET_SHIFT_DO_NOT_REPLACE_PRIMARY,label,text,VERIFIED_REPLAY
CP01_DIAG__LABEL__PROFILE_RANKING,text,,LOG_AGE_BEST__FULL_SECOND__REDUCED_THIRD__MSE_AND_MAE,label,text,VERIFIED_REPLAY
CP01_DIAG__LABEL__OVERALL_STABILITY,text,,BLOCK_AND_FULL_VS_REDUCED_STABLE__RAW_AGE_SPECIFICATION_UNSTABLE,label,text,VERIFIED_REPLAY
CP01_DIAG__LABEL__INTERACTION_SCOPE,text,,UNTESTED_LIMITATION__NO_INTERACTION_MODEL_FITTED,label,text,VERIFIED_REPLAY
CP01_DIAG__ALT__RESIDUALS_FITTED,text,,"Dua panel diagnostik model umur mentah: rataan sisaan per bin berganti tanda, sedangkan RMS sisaan meningkat dari 7,83 MPa pada bin suaian terendah menjadi 13,98 MPa pada bin tertinggi; pola meragukan linearitas rataan dan skala konstan.",alt_text,text,VERIFIED_REPLAY
CP01_DIAG__ALT__RESIDUAL_QUANTILES,text,,"Q--Q sisaan terstudentisasi eksternal untuk 1.030 campuran; 2 nilai positif melewati 3 dan nilai absolut terbesar 3,346 pada CP01-R0382, tetapi plot kuantil tidak membuktikan normalitas.",alt_text,text,VERIFIED_REPLAY
CP01_DIAG__ALT__INFLUENCE,text,,"Leverage, sisaan terstudentisasi, dan jarak Cook mencapai maksimum pada tiga baris berbeda: CP01-R0067 memiliki leverage 0,0411, CP01-R0382 memiliki sisaan terstudentisasi 3,346, dan CP01-R0611 memiliki jarak Cook 0,0270; tidak ada jarak Cook di atas 1 dan penyaringan tidak memberi izin penghapusan.",alt_text,text,VERIFIED_REPLAY
CP01_DIAG__ALT__COEFFICIENT_UNCERTAINTY,text,,"Galat baku HC3 lebih besar daripada galat baku klasik untuk kesembilan koefisien penuh; rasio terbesar 1,578 terjadi pada umur, sedangkan uji Wald HC3 blok terak, abu terbang, dan superplasticizer tetap kuat.",alt_text,text,VERIFIED_REPLAY
CP01_DIAG__ALT__MODEL_SENSITIVITY,text,,"RMSE tahan model penuh adalah 10,470 pada LOOCV dan 10,483 pada penghapusan satu profil; transformasi log umur memberi sekitar 7,19 pada keduanya, sedangkan pemasangan ulang setelah menyaring 123 baris mengubah prediksi sampai 30,45 MPa dan bukan pengganti model utama.",alt_text,text,VERIFIED_REPLAY
